RUT,Nombre de la Sociedad,Código SAP,RUT dueño,Nombre Dueño,Clasificación de Dueño,Unidad de Negocio de la sociedad,Asociada,Contabilidad,Gerente General,Moneda Funcional,Giro,Dirección,País,Fecha de Constitución,Acciones Emitidas,Acciones Invertidas,RUT Matriz,Porcentaje,Clasificacion de Matriz,Empresa
96.798.700-K,Inmobiliaria El Bosque S.A.,1013,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles Propios o Arrend.","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,10-12-1996,N/A ,N/A ,96.973.290-4,"99,9983",Mayoritario,Inmobiliaria Aconcagua S.A.
96.823.180-4,Constructora Novacasas S.A.,1007,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Construccion y Compraventa y Alquiler de Inmuebles Propios o Arrendado,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,02-08-2007,N/A ,N/A ,77.558.130-1,"0,005",Minoritario,Aconcagua Gestión Inmobiliaria S.A.
96.823.180-4,Constructora Novacasas S.A.,1007,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Construccion y Compraventa y Alquiler de Inmuebles Propios o Arrendado,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,02-08-2007,N/A ,N/A ,96.973.290-4,"99,995",Mayoritario,Inmobiliaria Aconcagua S.A.
96.823.220-7,Inmobiliaria Geosal Sociedad Anónima,1002,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,"Inmobiliaria, Sociedad de Inversiones, Asesorias Inmobiliarias.","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,02-04-1997,N/A ,N/A ,77.558.130-1,"0,0001",Minoritario,Aconcagua Gestión Inmobiliaria S.A.
96.823.220-7,Inmobiliaria Geosal Sociedad Anónima,1002,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,"Inmobiliaria, Sociedad de Inversiones, Asesorias Inmobiliarias.","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,02-04-1997,N/A ,N/A ,96.973.290-4,"99,999",Mayoritario,Inmobiliaria Aconcagua S.A.
96.852.020-2,Inmobiliaria El Peñón S.A.,1120,,,,Rentas y Desarrollo Inmobiliario,NO,Interna,N/A,CL$,Inmobiliaria y Sociedad de Inversión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,96.951.850-3,"99,9995",Mayoritario,Rentas y Desarrollo Aconcagua S.A.
96.852.020-2,Inmobiliaria El Peñón S.A.,1120,,,,Rentas y Desarrollo Inmobiliario,NO,Interna,Cristóbal Bascuñan Illanes,CL$,Inmobiliaria y Sociedad de Inversión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,99.506.950-4,"0,0005",Minoritario,Salfa Gestión S.A.
96.858.880-K,Constructora Tecsa Comsa S.A.,1176,,,,Asociaciones ICSA,SI,Interna,Juan Carlos Jara Infante,CL$,Construcción de Edificios para Uso Residencial,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,16-04-1998,,,91.300.000-5,50,Mayoritario,Empresa Constructora Tecsa S.A.
96.858.880-K,Constructora Tecsa Comsa S.A.,1176,,,,Asociaciones ICSA,SI,Interna,N/A,CL$,Construcción de Edificios para Uso Residencial,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,16-04-1998,,,96717980-9,50,Minoritario,Comsa S.A. (Externo)
96.879.170-2,Geovita Maquinarias y Servicios S.A.    ,1196,,,,ICSA,NO,Interna,Juan Carlos Cruz Lira,CL$,Arriendo de Maquinaria y Equipos Minero y de Construcción,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,,,96.557.400-K,"99,99",Mayoritario,Geovita S.A.
96.879.170-2,Geovita Maquinarias y Servicios S.A.    ,1196,,,,ICSA,NO,Interna,Juan Manuel Irarrázaval Mena,CL$,Arriendo de Maquinaria y Equipos Minero y de Construcción,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,,,Externo,"0,01",Minoritario,(Externo)
96.931.030-9,Inmobiliaria Parque La Luz S.A.,1073,,,,Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria y Sociedad de Inversión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,22-05-2000,N/A ,N/A ,96.973.290-4,"66,67",Mayoritario,Inmobiliaria Aconcagua S.A.
96.931.030-9,Inmobiliaria Parque La Luz S.A.,1073,,,,Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria y Sociedad de Inversión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,22-05-2000,N/A ,N/A ,99012000-5,"33,33",Minoritario,Consorcio Nac. de Seguros S.A.
96.932.990-5,Constructora Tecsa Fe Grande S.A.,1199,,,,ICSA,NO,Interna,Rafael Valdes Gonzalez,CL$,"Obras de Urbanización, Infraest. y Const. Prest. de Serv. de Ing y Const","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,10-08-2000,,,83.109.000-6,"99,1",Mayoritario,Empresa Constructora Fe Grande S.A.
96.932.990-5,Constructora Tecsa Fe Grande S.A.,1199,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Obras de Urbanización, Infraest. y Const. Prest. de Serv. de Ing y Const","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,10-08-2000,,,99.563.590-9,"0,9",Minoritario,Salfa Ingeniería y Construcción S.A.
96.940.080-4,Inmobiliaria Andes S.A.,1206,,,,Asociaciones ICSA,SI,Interna,N/A,CL$,Arrendamiento y Administracion de Bs Inmuebles/Urbanización y Loteos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-12-2000,,,76.452.850-6,50,Mayoritario,Artec Inmobiliaria S.A.
96.940.080-4,Inmobiliaria Andes S.A.,1206,,,,Asociaciones ICSA,SI,Interna,N/A,CL$,Arrendamiento y Administracion de Bs Inmuebles/Urbanización y Loteos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-12-2000,,,76686930-0,"2,7",Minoritario,ARA Matriz S.A.
96.940.080-4,Inmobiliaria Andes S.A.,1206,,,,Asociaciones ICSA,SI,Interna,N/A,CL$,Arrendamiento y Administracion de Bs Inmuebles/Urbanización y Loteos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-12-2000,,,78081480-2,"3,62",Minoritario,Inversiones Alipasol Ltda.
96.940.080-4,Inmobiliaria Andes S.A.,1206,,,,Asociaciones ICSA,SI,Interna,N/A,CL$,Arrendamiento y Administracion de Bs Inmuebles/Urbanización y Loteos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-12-2000,,,78099430-4,"3,62",Minoritario,Agrícola Inmobiliaria e Inversiones
96.940.080-4,Inmobiliaria Andes S.A.,1206,,,,Asociaciones ICSA,SI,Interna,N/A,CL$,Arrendamiento y Administracion de Bs Inmuebles/Urbanización y Loteos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-12-2000,,,78116890-4,"16,17",Minoritario,Inversiones Malalcahuello Ltda.
96.940.080-4,Inmobiliaria Andes S.A.,1206,,,,Asociaciones ICSA,SI,Interna,N/A,CL$,Arrendamiento y Administracion de Bs Inmuebles/Urbanización y Loteos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-12-2000,,,78121230-K,"3,6",Minoritario,Inversiones Aral Ltda.
96.940.080-4,Inmobiliaria Andes S.A.,1206,,,,Asociaciones ICSA,SI,Interna,N/A,CL$,Arrendamiento y Administracion de Bs Inmuebles/Urbanización y Loteos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-12-2000,,,89278400-0,"3,62",Minoritario,Inversiones y Desarrollo Alfil Ltda.
96.940.080-4,Inmobiliaria Andes S.A.,1206,,,,Asociaciones ICSA,SI,Interna,N/A,CL$,Arrendamiento y Administracion de Bs Inmuebles/Urbanización y Loteos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-12-2000,,,96913490-K,"16,67",Minoritario,Amertec S.A.
96.951.850-3,Rentas y Desarrollo Aconcagua S.A.,1033,,,,Rentas y Desarrollo Inmobiliario,NO,Interna,Augusto Coello Lizana,CL$,"Inmobiliaria, Sociedad de Inversión y Actividades de Asesoramiento.","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,76.528.509-7,"99,9998",Mayoritario,Inmobiliaria Aconcagua Rentas S.A.
96.951.850-3,Rentas y Desarrollo Aconcagua S.A.,1033,,,,Rentas y Desarrollo Inmobiliario,NO,Interna,Matías Stamm Moreno,CL$,"Inmobiliaria, Sociedad de Inversión y Actividades de Asesoramiento.","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,77.558.130-1,"0,0001",Minoritario,Aconcagua Gestión Inmobiliaria S.A.
96.951.850-3,Rentas y Desarrollo Aconcagua S.A.,1033,,,,Rentas y Desarrollo Inmobiliario,NO,Interna,Cristóbal Bascuñan Illanes,CL$,"Inmobiliaria, Sociedad de Inversión y Actividades de Asesoramiento.","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,99.506.950-4,"0,0001",Minoritario,Salfa Gestión S.A.
96.951.860-0,Inmobiliaria La Vizcachas Ltda.,1034,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,77.558.130-1,"0,1",Minoritario,Aconcagua Gestión Inmobiliaria S.A.
96.951.860-0,Inmobiliaria La Vizcachas Ltda.,1034,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,96.973.290-4,"99,9",Mayoritario,Inmobiliaria Aconcagua S.A.
96.953.540-8,Inmobiliaria Sol de Maipú S.A.,1118,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,12-06-2001,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
96.953.540-8,Inmobiliaria Sol de Maipú S.A.,1118,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,12-06-2001,N/A ,N/A ,99012000-5,50,Minoritario,Consorcio Nac. de Seguros S.A.
96.954.630-2,Salfacorp Comercial S.A.,1011,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Venta por Mayor de Materiales de Construcción, Ferretería y Vehículos","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,12-12-2006,,,76.730.450-1,"0,0515",Minoritario,Salfa Gestión Ingeniería S.A.
96.954.630-2,Salfacorp Comercial S.A.,1011,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Venta por Mayor de Materiales de Construcción, Ferretería y Vehículos","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,12-12-2006,,,99.563.590-9,"99,9485",Mayoritario,Salfa Ingeniería y Construcción S.A.
96.962.430-3,Constructora Novatec Edificios S.A.,1037,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Construcción de Viviendas Sociales de Edificios o parte de Ellos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,76.127.578-K,"99,9205",Mayoritario,Novatec S.A.
96.962.430-3,Constructora Novatec Edificios S.A.,1037,,,,Aconcagua,NO,Interna,Cristóbal Bascuñan Illanes,CL$,Construcción de Viviendas Sociales de Edificios o parte de Ellos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,99.506.950-4,"0,0795",Minoritario,Salfa Gestión S.A.
96.967.010-0,Maquinarias y Equipos Maqsa S.A.,1039,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Adquirir, Import, Export, Arrend, Vender, Maquinaria y/o Mater de Construcc","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,14-09-2001,,,76.730.450-1,"0,0367",Minoritario,Salfa Gestión Ingeniería S.A.
96.967.010-0,Maquinarias y Equipos Maqsa S.A.,1039,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Adquirir, Import, Export, Arrend, Vender, Maquinaria y/o Mater de Construcc","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,14-09-2001,,,99.563.590-9,"99,9633",Mayoritario,Salfa Ingeniería y Construcción S.A.
96.971.270-9,Salfa Construcción S.A.,1040,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Constr y Rep de Edificios, Viviendas, Caminos, Puentes, Soc de Inv","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,02-10-2001,,,76.730.450-1,"0,001",Minoritario,Salfa Gestión Ingeniería S.A.
96.971.270-9,Salfa Construcción S.A.,1040,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Constr y Rep de Edificios, Viviendas, Caminos, Puentes, Soc de Inv","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,02-10-2001,,,99.563.590-9,"99,999",Mayoritario,Salfa Ingeniería y Construcción S.A.
96.973.290-4,Inmobiliaria Aconcagua S.A.,1041,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Inmobiliaria y Sociedad de Inversión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,76.121.363-6,"99,0797",Mayoritario,Aconcagua S.A.
96.973.290-4,Inmobiliaria Aconcagua S.A.,1041,,,,Aconcagua,NO,Interna,Cristóbal Bascuñan Illanes,CL$,Inmobiliaria y Sociedad de Inversión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,99.506.950-4,"0,9203",Minoritario,Salfa Gestión S.A.
96.976.080-0,Inmobiliaria Ciudad del Norte S.A.,1119,,,,Asociaciones Aconcagua,SI,Interna,Pablo Nash Lavin,CL$,Inmobiliaria y Sociedad de Inversión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,20-12-2001,N/A ,N/A ,86096600-K,50,Minoritario,Sociedad Avícola Pollos Kutulas Ltda.
96.976.080-0,Inmobiliaria Ciudad del Norte S.A.,1119,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria y Sociedad de Inversión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,20-12-2001,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
96.981.260-6,Compania Sudamericana de Postensados S.A.,1178,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,Const Montaje Mantención y Reparación Inmuebles y Maquinaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,28-02-2002,,,76.033.830-3,"0,1",Minoritario,Empresas Tecsa S.A.
96.981.260-6,Compania Sudamericana de Postensados S.A.,1178,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,Const Montaje Mantención y Reparación Inmuebles y Maquinaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,28-02-2002,,,96.536.460-9,"99,9",Mayoritario,Tecsa Equipos y Servicios S.A.
96.993.610-0,Maqsa Austral S.A.,1051,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Comprar, Vender, Arrendar, Exportar, Importar, Estructuras Metálicas y Ot","Av. Presidente Ibanez 05452, Punta Arenas, Punta Arenas",Chile,20-05-2002,,,76.730.450-1,"0,04",Minoritario,Salfa Gestión Ingeniería S.A.
96.993.610-0,Maqsa Austral S.A.,1051,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Comprar, Vender, Arrendar, Exportar, Importar, Estructuras Metálicas y Ot","Av. Presidente Ibanez 05452, Punta Arenas, Punta Arenas",Chile,20-05-2002,,,99.563.590-9,"99,96",Mayoritario,Salfa Ingeniería y Construcción S.A.
96.995.870-8,Inmobiliaria IPL S.A.,1075,,,,Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Arriendo y Administ. de Bienes Inmuebles Const. de Viviendas Urban. Lot,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,13-06-2002,N/A ,N/A ,96.973.290-4,"66,67",Mayoritario,Inmobiliaria Aconcagua S.A.
96.995.870-8,Inmobiliaria IPL S.A.,1075,,,,Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Arriendo y Administ. de Bienes Inmuebles Const. de Viviendas Urban. Lot,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,13-06-2002,N/A ,N/A ,99012000-5,"33,33",Minoritario,Consorcio Nac. de Seguros S.A.
99.506.950-4,Salfa Gestión S.A.,1067,,,,Corp,NO,Interna,Guillermo Salinas Errázuriz,CL$,"Servicios de Agencia de Negocios, Inversión en Sociedades","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,15-11-2002,,,96.885.880-7,"99,9555",Mayoritario,SalfaCorp S.A.
99.506.950-4,Salfa Gestión S.A.,1067,,,,Corp,NO,Interna,Juan Manuel Irarrázaval Mena,CL$,"Servicios de Agencia de Negocios, Inversión en Sociedades","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,15-11-2002,,,Externo,"0,0445",Minoritario,(Externo)
99.509.260-3,Obras Industriales Salfa S.A.,1068,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Construcción y Ejecución de Obras Civiles y de Montaje Industrial,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,12-12-2002,,,76.730.450-1,"0,1212",Minoritario,Salfa Gestión Ingeniería S.A.
99.509.260-3,Obras Industriales Salfa S.A.,1068,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Construcción y Ejecución de Obras Civiles y de Montaje Industrial,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,12-12-2002,,,99.563.590-9,"99,8788",Mayoritario,Salfa Ingeniería y Construcción S.A.
99.516.320-9,Inmobiliaria La Portada S.A.,1121,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,N/A,CL$,"Inmobiliaria, Administración de Bs Inmuebles y Soc de Inversión","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,20-01-2003,N/A ,N/A ,76.414.376-0,100,Mayoritario,Nueva Inmobiliaria La Portada SpA
99.520.190-9,Empresa de Obras Civiles y Arquitectura Salfa S.A.,1070,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Const de Obras Civiles y Arquitectura, Comp/Vent Inmueb Exen Amoblados","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,08-04-2003,,,76.730.450-1,"0,0676",Minoritario,Salfa Gestión Ingeniería S.A.
99.520.190-9,Empresa de Obras Civiles y Arquitectura Salfa S.A.,1070,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Const de Obras Civiles y Arquitectura, Comp/Vent Inmueb Exen Amoblados","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,08-04-2003,,,99.563.590-9,"99,9324",Mayoritario,Salfa Ingeniería y Construcción S.A.
99.531.100-3,Inmobiliaria Seis Norte S.A.,1185,,,,Asociaciones ICSA,SI,Interna,N/A,CL$,Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,,,76.452.850-6,"72,33",Mayoritario,Artec Inmobiliaria S.A.
99.531.100-3,Inmobiliaria Seis Norte S.A.,1185,,,,Asociaciones ICSA,SI,Interna,Juan Manuel Irarrázaval Mena,CL$,Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,,,Externo,"27,67",Minoritario,(Externo)
99.549.940-1,Fondo de Inv. Privado Credicorp Capital Inmob. Los Nogales,1293,,,,Asociaciones Aconcagua,SI,Externa,Matías Stamm Moreno,CL$,Administradoras de Fondos de Inversión,0,Chile,,N/A ,N/A ,96.973.290-4,45,Minoritario,Inmobiliaria Aconcagua S.A.
99.549.940-1,Fondo de Inv. Privado Credicorp Capital Inmob. Los Nogales,1293,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,Administradoras de Fondos de Inversión,0,Chile,,N/A ,N/A ,Externo,55,Mayoritario,(Externo)
99.563.590-9,Salfa Ingeniería y Construcción S.A.,1081,,,,Corp,NO,Interna,Guillermo Salinas Errázuriz,CL$,"Desarrollo de Proy de Ing en Construcción y Montaje, Arriendo y Adm Inmueb","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,04-06-2004,,,96.885.880-7,"99,9999",Mayoritario,SalfaCorp S.A.
99.563.590-9,Salfa Ingeniería y Construcción S.A.,1081,,,,Corp,NO,Interna,Cristóbal Bascuñan Illanes,CL$,"Desarrollo de Proy de Ing en Construcción y Montaje, Arriendo y Adm Inmueb","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,04-06-2004,,,99.506.950-4,"0,0001",Minoritario,Salfa Gestión S.A.
99.577.930-7,Inmobiliaria Los Arrayanes S.A.,1123,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,27-08-2004,N/A ,N/A ,77.558.130-1,"0,01",Minoritario,Aconcagua Gestión Inmobiliaria S.A.
99.577.930-7,Inmobiliaria Los Arrayanes S.A.,1123,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,27-08-2004,N/A ,N/A ,96.584.230-6,"99,99",Mayoritario,Inmobiliaria Monte Aconcagua S.A.
99.583.240-2,Inmobiliaria Geomar S.A.,1083,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inversiones Inmobiliarias,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,25-11-1997,N/A ,N/A ,77085680-9,50,Minoritario,Inversiones y Asesorias H Y C S.A.
99.583.240-2,Inmobiliaria Geomar S.A.,1083,,,,Asociaciones Aconcagua,SI,Interna,N/A,CL$,Inversiones Inmobiliarias,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,25-11-1997,N/A ,N/A ,96.823.220-7,50,Mayoritario,Inmobiliaria Geosal S.A.
99.585.080-K,Tecsa Inversiones Inmobiliarias S.A.,1168,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,"Soc. de Inversion, Inmobiliaria y Actividades de Ases. Empresarial.","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,10-12-2004,,,76.033.830-3,"99,9",Mayoritario,Empresas Tecsa S.A.
99.585.080-K,Tecsa Inversiones Inmobiliarias S.A.,1168,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Soc. de Inversion, Inmobiliaria y Actividades de Ases. Empresarial.","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,10-12-2004,,,76.730.450-1,"0,1",Minoritario,Salfa Gestión Ingeniería S.A.
99.585.130-K,Tecsa Internacional S.A.,1183,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,Serv y Ases en Ingeniería,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,10-12-2004,,,76.033.830-3,"99,9",Mayoritario,Empresas Tecsa S.A.
99.585.130-K,Tecsa Internacional S.A.,1183,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Serv y Ases en Ingeniería,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,10-12-2004,,,76.730.450-1,"0,1",Minoritario,Salfa Gestión Ingeniería S.A.
99.586.120-8,Empresa Constructora Tecsa Norte S.A.,1273,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,Construcción Viviendas y Conjuntos Habitacionales,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,17-02-2005,,,91.300.000-5,50,Mitad - Minoritario,Empresa Constructora Tecsa S.A.
99.586.120-8,Empresa Constructora Tecsa Norte S.A.,1273,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Construcción Viviendas y Conjuntos Habitacionales,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,17-02-2005,,,99.563.590-9,50,Mitad - Mayoritario,Salfa Ingeniería y Construcción S.A.
99.589.430-0,Tecsa Montajes S.A.,1182,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,"Dis, Const, Ing, Mont, Man. Ind, Mec, Elec, Fab. Rep. Est Proy Ind/Imp Exp Art R","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-12-2004,,,76.033.830-3,"0,0446",Minoritario,Empresas Tecsa S.A.
99.589.430-0,Tecsa Montajes S.A.,1182,,,,ICSA,NO,Interna,Edilio Dagnino Macari,CL$,"Dis, Const, Ing, Mont, Man. Ind, Mec, Elec, Fab. Rep. Est Proy Ind/Imp Exp Art R","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-12-2004,,,96.684.600-3,"99,9554",Mayoritario,Empresa de Montajes Industriales Salfa S.A.
99.591.340-2,Inmobiliaria Los Navegantes S.A.,1186,,,,Asociaciones ICSA,SI,Interna,N/A,CL$,Arrend y Administ de Bienes Inmuebles /Urbanización,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,17-03-2005,,,76.452.850-6,20,Mayoritario,Artec Inmobiliaria S.A.
99.591.340-2,Inmobiliaria Los Navegantes S.A.,1186,,,,Asociaciones ICSA,SI,Interna,Matías Stamm Moreno,CL$,Arrend y Administ de Bienes Inmuebles /Urbanización,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,17-03-2005,,,99012000-5,50,Minoritario,Consorcio Nac. de Seguros S.A.
99.591.340-2,Inmobiliaria Los Navegantes S.A.,1186,,,,Asociaciones ICSA,SI,Interna,Juan Manuel Irarrázaval Mena,CL$,Arrend y Administ de Bienes Inmuebles /Urbanización,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,17-03-2005,,,99573810-4,30,Minoritario,Inversiones Antigona S.A.
99.591.350-K,Inmobiliaria Los Gavilanes S.A.,1085,,,,Asociaciones Aconcagua,SI,Interna,N/A,CL$,"Inversiones Inmobiliarias, Arrendamiento y Adm. Bs Inmuebles","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,11-02-2005,N/A ,N/A ,96.823.220-7,50,Mayoritario,Inmobiliaria Geosal S.A.
99.591.350-K,Inmobiliaria Los Gavilanes S.A.,1085,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,"Inversiones Inmobiliarias, Arrendamiento y Adm. Bs Inmuebles","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,11-02-2005,N/A ,N/A ,99012000-5,50,Minoritario,Consorcio Nac. de Seguros S.A.
